Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks
S831209,O27026,C4947,Li Wei,john@example.com,+916789869480,Bangalore,,South,,P3132,,Electronics,60.310943668449276,15.0,2860.8017943795635,141044.88468966953,2023-05-28,2024-09-23,10.0,Cancelled,Ship,V378,Ms. Sharma,,R198,4774.58244357933,575.8247448914356,Hub C,,,Low,Credt,,Returned,
S633327,O14805,C1153,Amit Kumar,,+918214015345,Chennai,,West,110001.0,P5794,Headphones,,90.97738000683881,9.0,4624.872973105552,40153.382239155435,2021-09-14,2020-02-09,8.0,Pending,Road,V632,Ms. Sharma,Truck,R291,8408.905679026246,1009.2353840107953,Hub C,Central,,Medium,,No,Returned,Handle with care
S754938,O42980,C4498,Amit Kumar,amit@gmail.com,+916663863975,Mumbai,india,South,,P7995,Laptop,Accessories,18.591584237106513,9.0,4323.3523984833655,56302.18553258772,2025-08-15,2020-03-09,-5.0,Pending,Road,V722,Ms. Sharma,Cargo,R435,976.3534421699961,1134.7870626084311,Warehouse A,,Ms. Verma,High,Debet,No,Pending,
S665025,O49818,C7516,,john@example.com,+918762383594,Bangalore,USA,East,560001.0,P8220,Laptop,Electronics,52.713264947407666,6.0,2814.938437455917,78649.69329941412,2020-07-28,2022-02-11,1.0,Pending,,V330,,Cargo,R439,3152.0057823294637,804.0189188740103,Warehouse A,Central,,Medium,Debet,,Pending,Check packaging
S817830,O37863,C8356,,jane@,+918503099813,Chennai,India,West,560001.0,P4869,Mobile,Furniture,70.95322149070653,17.0,3016.4933319896995,141044.88468966953,2024-07-26,2025-02-03,10.0,Pending,,V266,Mr. Lee,Bike,R571,6060.784906977773,531.0631365028049,Warehouse A,,Mr. Khan,High,Cash,No,Returned,Delayed delivery
S515793,O18006,C6115,michael brown,jane@,+918701106050,mumbai,UK,,600001.0,P5556,Tablet,Accessories,52.713264947407666,2.0,4018.205925899916,12163.06652983601,2025-09-25,2024-08-07,2.0,Delivered,,V849,Mr. Rao,,R841,7392.572989838913,1756.9267606299247,Warehouse A,North Hub,Mr. Khan,,UPI,No,Returned,Check packaging
S954184,O32329,C1973,michael brown,jane@,+917955482228,Chennai,UK,East,560001.0,P4957,Laptop,Clothing,16.023854724022435,5.0,3316.075935425896,103270.95873135468,2024-06-30,2025-10-08,5.0,DELAYED,Road,V519,Mrs. Patel,Van,R607,9505.59236698481,1053.6006661260592,,South Hub,Mr. Khan,Low,UPI,Yes,Pending,
S123666,O26770,C7472,John Doe,,+916380280171,Bangalore,India,South,400001.0,P9969,Tablet,Food,3.9216578509642304,6.0,3703.999549743543,131653.96707301988,2024-08-05,2020-08-19,-4.0,In Transit,Rail,V595,Mrs. Patel,Cargo,R763,8217.077304198368,1006.8520125604367,,North Hub,Mr. Khan,High,UPI,No,Pending,
S647184,O19902,C4332,Amit Kumar,,+918240064934,Bangalore,India,South,560001.0,P6911,Charger,Electronics,60.066519177605144,17.0,4140.753897801966,177191.33481676033,2022-05-12,2020-11-25,10.0,,Air,V851,Ms. Sharma,,R434,4457.789666068535,1979.5750926281758,Warehouse A,Central,,High,Credt,No,Returned,Check packaging
S615847,O34008,C2915,Fatima Noor,jane@,+918788435747,mumbai,india,,560001.0,P2334,Tablet,Clothing,29.47729944970517,12.0,795.7657041279592,193935.3855746779,2025-08-01,2022-01-28,11.0,Pending,Road,V898,Mr. Lee,,R171,1614.6383821861866,1800.3713819788738,Warehouse A,Central,,,Online,Yes,Not Returned,Handle with care
S338558,O37224,C1482,Amit Kumar,amit@gmail.com,+916823482378,Mumbai,UK,South,110001.0,P2001,Charger,Electronics,76.19811233738129,4.0,1428.488157411806,47175.32970533122,2021-04-02,2021-06-26,12.0,Pending,Air,V544,Ms. Sharma,,R710,2231.7611095343395,738.6984001823912,Hub C,South Hub,Ms. Verma,,Online,Yes,Returned,
S568528,O79682,C9771,Jane Smith,jane@,+918614101501,Bangalore,india,West,110001.0,P1893,Tablet,,20.272210312650156,19.0,1931.0364529917217,167175.08618281968,2020-09-12,2021-02-14,0.0,Pending,Air,V631,Mr. Rao,Bike,R911,6853.33280857354,1456.7019584324769,Hub C,Central,Ms. Verma,Low,Online,,Not Returned,Delayed delivery
S781329,O37406,C2136,Li Wei,,+918709663246,,india,East,600001.0,P8314,Tablet,Clothing,33.4243534728386,11.0,2365.3517753308106,33111.50560680302,2021-10-27,2024-06-29,10.0,Pending,Road,V751,Mr. Rao,Bike,R848,8553.133890518824,1229.7417935193005,Warehouse B,South Hub,Ms. Verma,Low,,Yes,Pending,Delayed delivery
S614152,O80705,C9459,Fatima Noor,amit@gmail.com,+916139607740,Chennai,U.K.,East,,P7667,Laptop,Clothing,43.47852935489052,18.0,3703.999549743543,154723.2036324777,2020-08-25,2024-09-06,4.0,,,V336,Ms. Sharma,Bike,R503,6919.232083134686,1003.3030524525525,Hub C,Central,Mr. Khan,Low,Credt,,,Handle with care
S993960,O94594,C8569,Fatima Noor,,+918819070821,Mumbai,USA,West,400001.0,P9653,Tablet,Furniture,32.85574054166133,9.0,2634.015917438526,65957.74184791233,2022-03-05,2023-05-24,-4.0,In Transit,Rail,V444,Ms. Sharma,Cargo,R367,6233.498867203423,738.6984001823912,Hub C,,Mr. Khan,Low,Cash,,,Handle with care
S591150,O41589,C5347,Fatima Noor,john@example.com,+919333615883,Bangalore,India,,560001.0,P5414,Laptop,,43.47852935489052,19.0,3608.3771607748636,141034.91640095037,2023-03-28,2023-07-06,2.0,In Transit,Road,V611,,Van,R217,8641.039994658273,573.7657680312049,Warehouse A,Central,Mr. Patel,High,Online,No,Pending,Handle with care
S282207,O52187,C8226,Fatima Noor,,+919766908775,Delhi,USA,South,560001.0,P4264,Mobile,Accessories,88.77766788634449,13.0,2847.357221366099,51317.76473990145,2025-03-02,2020-11-12,2.0,,Rail,V860,Mr. Lee,Truck,R199,880.2333472241612,1843.1615920235856,Warehouse B,,,,Debet,Yes,,Handle with care
S789474,O42709,C1194,Fatima Noor,john@example.com,+916346653583,Chennai,,East,600001.0,P3632,Mobile,Electronics,78.62500815860486,15.0,911.0416179407564,50746.4205647399,2021-09-29,2022-03-04,-2.0,delayed,Ship,V833,Mr. Lee,Bike,R458,8170.9595009805425,804.0189188740103,,,,Low,Online,Yes,Returned,Check packaging
S857272,O94047,C5791,michael brown,,+918323272215,Delhi,USA,North,400001.0,P7098,Charger,Clothing,70.95322149070653,17.0,4323.3523984833655,131653.96707301988,2022-10-21,2025-01-02,7.0,In Transit,,V710,Ms. Sharma,Truck,R238,7599.699296509487,740.9701505086177,Warehouse B,North Hub,Mr. Patel,High,Credt,,Returned,Delayed delivery
S699813,O98269,C3024,,john@example.com,+919627449912,Chennai,,,400001.0,P1856,Tablet,Electronics,36.16733999015513,8.0,2501.315203724154,87698.0352941312,2023-05-01,2024-11-25,10.0,In Transit,Road,V151,Mr. Lee,Bike,R109,7133.883833079126,1045.618889312698,,,Mr. Patel,,,,,Delayed delivery
S194370,O76040,C3822,Amit Kumar,john@example.com,+918764883954,,,North,600001.0,P2557,Headphones,Food,-2.0,8.0,4318.381124021914,132639.4732006878,2023-10-27,2022-12-05,13.0,delayed,Ship,V149,Ms. Sharma,Cargo,R754,3219.920605891895,1010.9860429469974,Hub C,,,Low,,Yes,Pending,
S563392,O69256,C7225,michael brown,,+916186291632,Mumbai,UK,,400001.0,P4930,Laptop,Electronics,78.62500815860486,4.0,405.85280027006627,172921.79645421807,2021-04-29,2024-11-18,14.0,DELAYED,,V869,Mr. Lee,Bike,R315,2530.987075191979,92.25671037865781,Warehouse A,Central,Mr. Patel,Low,Cash,,Returned,Check packaging
S536487,O29777,C1669,Li Wei,jane@,+916938872068,,India,North,600001.0,P4705,Laptop,Electronics,62.51816361934201,2.0,1242.7503282923385,97446.15289517608,2020-11-13,2025-01-11,3.0,,Ship,V802,Mr. Rao,,R379,5468.34161852126,309.92670108277554,Warehouse A,North Hub,,High,Debet,Yes,Not Returned,
S249151,O83955,C2559,Jane Smith,john@example.com,+919646759991,Mumbai,UK,,560001.0,P7984,Tablet,Accessories,73.03621322007824,8.0,473.0606673630325,12163.06652983601,2023-11-14,2020-11-05,3.0,,,V369,Mr. Rao,Van,R737,2892.410615379814,168.366458425427,,North Hub,,,UPI,No,Not Returned,
S784176,O14369,C5764,Amit Kumar,,+917064198785,mumbai,India,South,400001.0,P4398,Headphones,Food,54.89767279465632,7.0,4662.325816717454,18639.484645313456,2023-05-28,2021-06-07,-5.0,DELAYED,Road,V420,Mrs. Patel,Truck,R770,7402.625862593285,23.390088553611708,Hub C,North Hub,,High,Debet,Yes,Returned,Check packaging
S758446,O44729,C4001,michael brown,amit@gmail.com,+918164306430,,india,West,560001.0,P2520,Tablet,Clothing,36.95300340772233,2.0,2899.960714059048,95960.8310986921,2020-01-13,2021-12-24,5.0,In Transit,,V551,Mrs. Patel,Cargo,R684,2321.3171458743936,531.0631365028049,Hub C,Central,Ms. Verma,,Debet,,Pending,
S138309,O66591,C2419,Amit Kumar,,+919748381403,Chennai,us,West,600001.0,P6087,Charger,Accessories,31.51525207089639,9.0,2501.315203724154,12926.827000405874,2025-04-29,2022-09-15,0.0,delayed,Ship,V585,Mr. Rao,,R375,8607.49252558509,787.0087478115729,Warehouse B,Central,Ms. Verma,High,Credt,Yes,Not Returned,Check packaging
S425920,O81568,C5215,Fatima Noor,jane@,+918707059433,mumbai,India,,110001.0,P7173,Headphones,Electronics,71.467856328688,8.0,2675.1471425446894,65957.74184791233,2020-06-27,2023-06-08,10.0,Cancelled,Rail,V736,Mr. Rao,Truck,R280,4774.58244357933,1010.9860429469974,,South Hub,Mr. Patel,,Card,,,Check packaging
S913280,O52898,C1273,Fatima Noor,,+919417521510,mumbai,India,South,,P7826,Charger,Clothing,73.03621322007824,1.0,3619.9653685616213,171743.22888578053,2024-05-17,2021-07-02,0.0,Cancelled,Road,V356,Mr. Rao,Cargo,R352,8408.905679026246,183.36582981200672,Hub C,,,Low,Cash,Yes,Not Returned,Delayed delivery
S266889,O96433,C8537,Amit Kumar,amit@gmail.com,+919602427831,Delhi,,East,,P8547,Tablet,Food,29.47729944970517,10.0,2127.286521221502,198229.44047125307,2025-06-21,2023-09-19,12.0,In Transit,,V264,Mr. Lee,Cargo,R407,5630.916918983429,1053.6006661260592,Hub C,Central,,Low,Card,,Returned,
S573599,O30089,C3959,michael brown,,+917620308744,Bangalore,us,South,560001.0,P2468,Charger,Electronics,31.44274101070839,1.0,1984.8354527273511,61620.033408472336,2025-05-26,2022-01-09,13.0,DELAYED,Rail,V811,Mrs. Patel,,R877,6330.570851172699,353.8337453324037,Warehouse B,Central,Mr. Khan,High,Card,,Not Returned,
S630246,O71590,C6736,John Doe,jane@,+918951869877,Mumbai,USA,North,560001.0,P8871,Mobile,,12.642804367055493,9.0,472.02821195246,101699.56873361937,2024-01-02,2024-11-18,0.0,DELAYED,Air,V874,,Van,R340,3495.816486209194,1010.9860429469974,Hub C,Central,Mr. Patel,Medium,Card,No,,Check packaging
S289626,O74482,C3908,Li Wei,amit@gmail.com,+917296137927,Bangalore,us,South,,P7342,Headphones,Accessories,81.638412131256,9.0,3146.5043766263207,155284.49953043126,2023-05-09,2023-05-29,12.0,In Transit,,V901,Mr. Lee,Bike,R418,7133.883833079126,906.3141667727936,,South Hub,,,Credt,,,Delayed delivery
S216567,O70989,C6705,Li Wei,,+916129265958,Delhi,,East,400001.0,P9384,Headphones,Food,43.47852935489052,16.0,2835.8378992808434,131653.96707301988,2023-01-14,2020-12-27,11.0,,Road,V198,Mr. Rao,Truck,R142,5719.099566952399,309.92670108277554,,,Ms. Verma,High,UPI,,Not Returned,
S591365,O32102,C9366,Fatima Noor,amit@gmail.com,+917731827639,Bangalore,,North,600001.0,P7648,Tablet,Clothing,44.29517312709033,13.0,2394.7420389966887,154723.2036324777,2023-03-01,2025-02-12,12.0,Cancelled,,V122,,,R871,7015.422873397185,173.60676437137283,,,,,UPI,,Not Returned,Delayed delivery
S815176,O26878,C8921,John Doe,amit@gmail.com,+916810840950,Delhi,india,,,P4852,Laptop,Accessories,94.91411095670665,12.0,3014.228372520391,198229.44047125307,2024-04-09,2020-11-12,0.0,In Transit,,V170,,Bike,R345,7089.92075935827,474.5804866864273,Warehouse A,North Hub,Mr. Khan,High,Debet,,Returned,Check packaging
S850183,O91973,C3124,Jane Smith,amit@gmail.com,+916654433766,Delhi,UK,South,600001.0,P3642,Charger,,20.000294810704947,13.0,,90097.76479821977,2022-07-05,2020-03-13,10.0,In Transit,Road,V624,Ms. Sharma,Cargo,R874,4344.41136364849,168.366458425427,,South Hub,,,Card,No,Pending,Delayed delivery
S193197,O63442,C1345,Amit Kumar,jane@,+918711485151,Chennai,India,East,560001.0,P9225,Laptop,Food,56.347081158164876,8.0,524.0510366881534,190827.3003922336,2023-04-28,2020-03-31,-4.0,delayed,Air,V213,Mr. Lee,Van,R687,8408.905679026246,1142.2818193000305,Hub C,North Hub,Mr. Khan,Medium,Online,Yes,Pending,Handle with care
S201434,O96243,C8886,,john@example.com,+917734527480,Mumbai,USA,,400001.0,P5869,Mobile,Clothing,93.98014468563682,1.0,3034.5907719184906,131653.96707301988,2020-09-21,2020-08-17,12.0,In Transit,Ship,V283,Ms. Sharma,Cargo,R671,4493.931902391445,1697.1710168935022,,,Mr. Khan,High,,,Returned,Handle with care
S215682,O35973,C1808,,jane@,+917620104743,Chennai,india,East,110001.0,P8422,Laptop,Clothing,0.0,10.0,2365.3517753308106,188993.68719476004,2024-09-26,2025-08-13,8.0,delayed,Air,V752,Ms. Sharma,Bike,R523,586.5309851562531,142.6432470119863,Warehouse B,North Hub,Ms. Verma,High,Debet,Yes,Not Returned,
S189493,O68579,C9428,John Doe,john@example.com,+918102992032,mumbai,U.K.,East,560001.0,P7269,,Accessories,32.8703679109448,2.0,4539.137138587447,128829.12309077912,2020-07-29,2021-06-15,-4.0,,Air,V841,Ms. Sharma,Van,R956,5941.073292704843,914.0718784944544,,South Hub,,,Card,No,Pending,Handle with care
S223563,O49009,C5220,Amit Kumar,,+918154625910,mumbai,india,West,110001.0,P4273,Mobile,Electronics,18.748748730416665,2.0,4886.341830401388,61620.033408472336,2022-10-30,2023-03-02,0.0,Pending,,V218,Mr. Rao,Cargo,R258,5242.289857164861,1456.7019584324769,Hub C,Central,Mr. Khan,High,Card,,Not Returned,Check packaging
S610764,O53317,C4478,Li Wei,,+919671796933,Chennai,us,East,600001.0,P3049,Mobile,Electronics,29.47729944970517,9.0,1457.3824505425428,79017.03622621998,2024-11-08,2022-04-23,10.0,DELAYED,Rail,V639,Mr. Lee,,R366,1104.4280670263602,740.9701505086177,Hub C,,Mr. Khan,,,No,Returned,Check packaging
S303685,O62002,C2103,michael brown,jane@,+919158864087,Delhi,us,North,110001.0,P1121,Tablet,Clothing,78.62500815860486,12.0,4217.694349370825,72713.96427958044,2024-11-17,2022-02-21,13.0,Delivered,,V917,Mr. Rao,,R384,4600.327884455801,1678.0809125988496,Warehouse B,Central,Mr. Khan,Low,Cash,Yes,Returned,
S225265,O79242,C4527,John Doe,john@example.com,+918475788244,Mumbai,UK,North,,P1103,Tablet,Furniture,20.367541324756793,7.0,4217.694349370825,13794.510437642093,2022-02-06,2024-10-13,8.0,delayed,Road,V406,Mr. Lee,Truck,R129,3495.816486209194,1117.916775277942,Hub C,Central,Ms. Verma,Low,UPI,No,Returned,Handle with care
S791946,O29424,C4990,Jane Smith,jane@,+918202842899,Mumbai,,West,560001.0,P3259,Laptop,Accessories,80.93553613758789,14.0,4539.137138587447,141044.88468966953,2021-02-15,2022-09-27,14.0,,Air,V183,Mr. Rao,Truck,R341,5943.195907189388,1843.1615920235856,Hub C,North Hub,Ms. Verma,Low,Credt,No,Returned,Handle with care
S793959,O35745,C8280,Amit Kumar,amit@gmail.com,+919976220659,Bangalore,U.K.,North,560001.0,P5343,Laptop,Electronics,14.379639134878163,7.0,2501.315203724154,17051.123447644695,2023-07-07,2024-05-19,12.0,Delivered,Road,V913,Mr. Lee,Bike,R516,6060.784906977773,1779.5949701260106,Warehouse A,,Mr. Patel,Medium,Card,,Pending,
S686106,O65990,C5578,michael brown,jane@,+917959952530,mumbai,India,West,,P5228,Laptop,Accessories,43.04033132667569,19.0,494.0543596261738,78649.69329941412,2021-11-05,2020-05-09,10.0,,Rail,V729,Mrs. Patel,,R398,5719.099566952399,1939.5087039777627,Warehouse A,Central,Mr. Patel,Low,,,Pending,Handle with care
S107314,O18777,C1979,,john@example.com,+918698635689,,,West,400001.0,P6758,Headphones,,16.023854724022435,7.0,3437.707851730763,194596.3121840462,2021-04-06,2022-03-02,7.0,DELAYED,Road,V990,Mrs. Patel,,R130,8231.461695455953,796.33515645962,,North Hub,Mr. Khan,,,No,Returned,
S904567,O13018,C1706,,jane@,+916208102426,Delhi,us,North,560001.0,P3823,Mobile,Electronics,59.99104789170297,1.0,528.0540744930373,133645.41925306083,2025-06-21,2020-11-06,10.0,In Transit,Rail,V373,Mrs. Patel,,R556,8621.622056807979,173.60676437137283,Warehouse A,South Hub,Ms. Verma,Medium,Card,No,Not Returned,
S552789,O67727,C3450,John Doe,john@example.com,+917785667751,Chennai,UK,East,110001.0,P6471,Charger,Food,83.32804275964196,10.0,3437.707851730763,6111.4382736409925,2020-02-28,2020-07-27,9.0,delayed,Rail,V215,Mr. Lee,Cargo,R831,8565.430963853194,142.6432470119863,,Central,Mr. Khan,,Debet,No,Pending,
S789875,O30653,C3133,John Doe,,+916652876314,Bangalore,india,South,400001.0,P9702,Mobile,Clothing,7.917789046137197,13.0,4140.753897801966,141044.88468966953,2023-12-31,2021-10-05,-3.0,Pending,,V718,Ms. Sharma,,R747,7561.095207931837,419.635431707086,,,,Medium,Debet,,Not Returned,Check packaging
S903785,O39250,C4864,John Doe,,+916477283529,Delhi,,East,400001.0,P3133,Mobile,,,13.0,1457.3824505425428,54459.71878580739,2022-08-09,2021-06-14,9.0,DELAYED,Air,V349,,Van,R901,1108.0122331191321,1045.618889312698,Warehouse B,North Hub,Mr. Khan,Low,UPI,,Pending,
S560267,O69542,C7748,michael brown,amit@gmail.com,+917330544332,,india,North,,P4042,,Accessories,95.09607348778665,14.0,3016.4933319896995,87698.0352941312,2023-07-30,2022-02-01,5.0,In Transit,Air,V555,Mrs. Patel,Bike,R329,2868.259479580986,1666.8263383197436,Warehouse A,,Ms. Verma,High,Credt,No,Not Returned,Delayed delivery
S269325,O43604,C3078,Jane Smith,amit@gmail.com,+918597453825,Chennai,India,East,560001.0,P3384,Headphones,Furniture,0.0,9.0,1400.4722109570012,167175.08618281968,2020-01-29,2024-11-13,14.0,Delivered,Ship,V135,Mr. Rao,Cargo,R446,363.91147683697153,1335.386338333092,,South Hub,Ms. Verma,High,Debet,No,Returned,Delayed delivery
S829432,O84482,C7255,Li Wei,john@example.com,+916414749400,mumbai,india,North,400001.0,P4083,Tablet,Food,27.49922866150264,15.0,307.5872965880739,87698.0352941312,2022-05-20,2021-05-09,11.0,Pending,Air,V615,Mrs. Patel,Van,R953,1034.1904113776382,579.5517679876584,Warehouse B,Central,Mr. Khan,,,No,,Delayed delivery
S243677,O54773,C9480,Fatima Noor,john@example.com,+919069556086,Chennai,india,East,,P5049,Tablet,Clothing,37.766741825312565,16.0,838.5720371470828,14882.343104953283,2025-06-26,2023-04-09,12.0,Pending,Rail,V494,Mr. Lee,Truck,R788,103.9569566343168,643.2002564090315,Hub C,,Ms. Verma,High,Online,Yes,Not Returned,Delayed delivery
S511069,O76026,C4244,michael brown,,+918692945764,Delhi,India,East,400001.0,P3802,Charger,Clothing,49.63266183825688,17.0,1931.0364529917217,189268.7574281701,2022-05-15,2025-02-20,11.0,Cancelled,Air,V131,,Bike,R225,8916.361692792909,1406.512023333398,Warehouse B,Central,,High,Debet,Yes,Not Returned,
S892131,O74068,C7469,Amit Kumar,john@example.com,+919304828321,Chennai,,East,,P9110,Headphones,Clothing,76.19811233738129,2.0,394.1316242533175,133645.41925306083,2024-05-19,2024-07-15,8.0,DELAYED,,V393,Mrs. Patel,Van,R584,7599.699296509487,1756.9267606299247,Hub C,South Hub,Ms. Verma,High,Card,Yes,Returned,
S897161,O15823,C1357,John Doe,john@example.com,+917753345533,Chennai,U.K.,East,600001.0,P3416,Laptop,Food,39.17339032410346,1.0,833.9464516195411,147443.16319598138,2023-11-14,2023-01-06,5.0,delayed,Road,V999,Mr. Lee,,R500,3978.506822396121,1406.512023333398,Warehouse B,South Hub,,Low,,No,Returned,
S446399,O71728,C4452,Fatima Noor,,+917078660466,Chennai,us,North,600001.0,P6470,Charger,Furniture,77.21123440547882,5.0,2634.015917438526,141034.91640095037,2024-08-22,2024-03-21,1.0,In Transit,Air,V490,Mr. Lee,Bike,R270,4457.789666068535,1045.618889312698,Warehouse B,,Mr. Patel,Low,UPI,,Pending,Handle with care
S645914,O50796,C4367,,,+919503277432,mumbai,India,,110001.0,P2426,,Food,32.85574054166133,7.0,473.0606673630325,17051.123447644695,2025-09-17,2022-11-12,0.0,Pending,,V772,Ms. Sharma,Cargo,R644,8481.274237271986,1117.916775277942,Warehouse A,South Hub,Mr. Patel,High,Online,,Pending,Handle with care
S188368,O93055,C5174,Jane Smith,john@example.com,+919631787216,,USA,South,560001.0,P6338,Mobile,Accessories,6.279319410735846,17.0,3608.3771607748636,131384.30717858748,2023-07-02,2022-11-26,11.0,In Transit,Air,V758,Mr. Rao,Truck,R756,4600.327884455801,1003.3030524525525,Hub C,Central,,Medium,Online,No,Returned,
S332481,O74980,C2162,Amit Kumar,jane@,+919249687424,mumbai,U.K.,East,,P9857,Tablet,Food,52.713264947407666,11.0,3887.72519106764,149908.959129698,2021-06-08,2021-05-28,-5.0,,Road,V349,,Bike,R101,6663.056267014754,385.69279028999273,,South Hub,Ms. Verma,,Cash,,Returned,
S523147,O18181,C5971,michael brown,,+916773969212,Mumbai,India,North,600001.0,P8988,Mobile,Food,3.9216578509642304,9.0,3703.999549743543,13794.510437642093,2021-11-01,2025-01-30,10.0,Pending,Rail,V854,Ms. Sharma,Bike,R232,6203.769967791608,309.92670108277554,Hub C,North Hub,,,Debet,No,,
S540321,O67495,C5698,Li Wei,amit@gmail.com,+917045286219,,India,,600001.0,P8505,Mobile,Furniture,11.235196985833793,13.0,3437.707851730763,103142.16694630007,2021-05-09,2025-03-24,4.0,In Transit,Road,V318,,Cargo,R446,5943.195907189388,1147.6067239810777,Warehouse A,South Hub,Mr. Patel,Medium,Credt,Yes,,Check packaging
S716705,O67264,C1379,John Doe,jane@,+917812173092,mumbai,UK,South,400001.0,P2370,Laptop,Clothing,63.93696839984371,12.0,3619.05414454862,54459.71878580739,2020-11-24,2021-09-06,8.0,DELAYED,,V521,Mr. Rao,,R435,880.2333472241612,23.390088553611708,Hub C,South Hub,,High,Credt,No,,Handle with care
S800215,O48866,C7709,John Doe,john@example.com,+919563362125,mumbai,,West,,P7736,Mobile,Accessories,36.95300340772233,13.0,4386.362714030262,110595.09146370171,2022-01-27,2023-01-17,11.0,,Air,V331,Mr. Rao,Cargo,R192,1092.0050948894086,1954.8734464007484,Hub C,Central,,Low,Credt,,Pending,
S232312,O37743,C4367,,,+917888161534,Chennai,us,West,600001.0,P6990,Tablet,Clothing,82.95938216061697,,440.30270132459583,171743.22888578053,2024-01-20,2023-04-18,1.0,Pending,Rail,V769,Ms. Sharma,Van,R378,9534.073322592092,1248.440027973224,,Central,Mr. Patel,Low,UPI,,Returned,
S393837,O75779,C4450,,,+916794546244,,us,West,400001.0,P2298,Laptop,Clothing,10.218375343635195,10.0,352.55823286254605,183930.7372013707,2023-12-28,2022-11-29,-1.0,delayed,Ship,V910,Ms. Sharma,Van,R895,8565.430963853194,796.7421056073109,Hub C,Central,Mr. Patel,High,Card,No,Returned,
S196818,O40212,C5692,,john@example.com,+918043748778,mumbai,USA,East,600001.0,P9192,,Clothing,70.95322149070653,10.0,4221.339973902669,196124.17913065635,2024-10-04,2024-02-16,13.0,DELAYED,Road,V515,Mr. Rao,,R893,5242.289857164861,1565.312684155129,Hub C,North Hub,,High,Card,,Returned,Delayed delivery
S431135,O69206,C4559,,john@example.com,+917319424545,mumbai,USA,South,400001.0,P3945,Laptop,Accessories,16.021454773452163,9.0,833.9464516195411,78221.03063667503,2024-12-12,2021-01-26,9.0,Cancelled,Rail,V683,Ms. Sharma,Bike,R692,7392.572989838913,1779.5949701260106,Hub C,South Hub,Ms. Verma,Medium,Online,No,,Check packaging
S701083,O84318,C8138,,amit@gmail.com,+916482381622,Delhi,,North,400001.0,P1786,,Accessories,6.972633502035312,7.0,3351.5750642742523,131061.78180224224,2024-09-05,2022-11-28,13.0,Delivered,Air,V344,Mr. Rao,Van,R723,4839.546420163297,796.33515645962,,South Hub,Mr. Patel,,UPI,Yes,Pending,
S207481,O79122,C6463,michael brown,john@example.com,+917517577803,mumbai,,South,110001.0,P3625,Tablet,,33.4243534728386,13.0,838.5720371470828,179436.94651928847,2021-09-09,2023-10-25,0.0,Cancelled,Air,V739,Mr. Rao,Bike,R647,1084.9684005823767,1469.7482504896661,,North Hub,,Low,,,Not Returned,Delayed delivery
S537561,O75220,C1327,Amit Kumar,jane@,+918828580133,Mumbai,india,South,110001.0,P8849,Mobile,Furniture,73.09581474463738,17.0,3437.707851730763,10057.478730660614,2022-11-11,2022-04-22,7.0,,Air,V171,Mr. Lee,,R507,8231.461695455953,1565.312684155129,Warehouse B,Central,Mr. Khan,Medium,Cash,No,,
S251602,O61081,C5042,michael brown,,+917838006136,,U.K.,East,,P2987,Laptop,Food,59.99104789170297,7.0,3437.707851730763,196124.17913065635,2025-09-22,2023-05-19,-4.0,Pending,Air,V132,Ms. Sharma,,R161,6330.570851172699,558.3356878130787,Warehouse B,,Ms. Verma,Low,Card,,Not Returned,Check packaging
S618365,O79137,C9481,Amit Kumar,john@example.com,+917572773973,Bangalore,U.K.,,110001.0,P9040,Laptop,Furniture,96.97367046257358,13.0,3608.3771607748636,17051.123447644695,2020-07-03,2022-03-09,8.0,delayed,Air,V498,,Cargo,R467,9938.558586707504,826.8818712012421,Warehouse A,South Hub,Ms. Verma,High,Debet,,Pending,
S637374,O72701,C4847,Jane Smith,john@example.com,+916158747579,Mumbai,us,West,,P4834,Charger,Accessories,60.310943668449276,15.0,3608.3771607748636,167175.08618281968,2024-03-23,2020-06-23,5.0,DELAYED,Air,V224,Mr. Rao,,R837,6233.498867203423,1006.8520125604367,Warehouse B,South Hub,Mr. Patel,High,Card,No,Returned,
S599900,O29247,C3806,Li Wei,john@example.com,+917579230341,Mumbai,,West,400001.0,P4602,Charger,,7.867442847541991,15.0,4217.694349370825,14882.343104953283,2022-11-22,2024-06-16,4.0,In Transit,Rail,V213,Mr. Rao,Truck,R692,6330.570851172699,1507.020936989745,,South Hub,,Low,Credt,Yes,Not Returned,
S606216,O50125,C7155,Jane Smith,amit@gmail.com,+916109442237,mumbai,,North,110001.0,P2768,Charger,Furniture,70.83230571283791,17.0,494.0543596261738,101091.60274448698,2020-03-10,2024-09-12,2.0,DELAYED,Road,V685,Ms. Sharma,Van,R440,9983.976999460425,939.1455906329755,Warehouse B,South Hub,Ms. Verma,High,Online,Yes,,Handle with care
